time,text,user,followers,city,country
11:41:06,@rsduk 2017 a Discos Revolver! 😍🙌 #Rsd17 #DiscosRevolverForever @ Discos Revolver S.L. https://t.co/r0qc3okl7B,maadraassoo,3067,Barcelona,Spain
11:42:26,#BarrysLounge #MiniDiscAdventure #portobellocafesociety #RoughTradeWest #RSD17 .... my day so… https://t.co/A6f3PJMKN1,barryslounge,1651,Kensington,United Kingdom
11:43:23,#RSD17 blijft mooi! Nice Day https://t.co/R9VXvbO6Rd,EnricoFalcone,46,Berflo Es Noord,Nederland
11:43:55,It's here!!!!! #RSD17 #RecordStoreDay @SonicBoomMusic @KopsRecords https://t.co/S7WT5gz0Nx,TheCPrest,329,Markham,Canada
11:44:09,*shudders* https://t.co/PHr9LJGMVX,Rich_W27,1689,Arona,Spain
11:44:15,Quite pleased with my haul. ❤️💪👍 #RSD17 https://t.co/hwAyh5K7pQ,Aliyaliwoowah,153,Llanharan,United Kingdom
11:45:03,"Due to circumstances outside my control, am having to sit #RSD17 out - but am enjoying the 🍁🐿☀️ (good luck to all… https://t.co/UzKv6ohSC2",profcolinclark,2484,Glasgow,United Kingdom
11:45:19,Mission #RSD17 successfully accomplished thanks to @xrecordsbolton https://t.co/rqr2f2xgKp,JonathanWood,1606,Bury,United Kingdom
11:45:46,"It's #record store day 2017! Sadly team yada isn't out there, but  some #GorgeDuke  during work makes everything be… https://t.co/3bTgblCS2D",yada_events,2975,Saint Albans,United Kingdom
11:45:54,The Penguin Cafe! Playing all the greats right now at @RoughTrade West for #RSD17 https://t.co/9C39Dpeq6X,LondonFolkMusic,6752,Kensington,United Kingdom
11:46:35,Now eating a proper burger in Byron. They brought some food over to the queue. #RSD17,badeye63,396,Kingston upon Thames,United Kingdom
11:47:00,This amazes me! Hope you're having a great day guys ⚡️⚡️ https://t.co/DYAPbC7Aqc,TomLoveMusician,320,Bishop's Cleeve,United Kingdom
11:47:32,We've gone for the mod father Paul Weller inspired look for #RSD17 . The sonik kicks vinyl is available in store ⚫️🔴 https://t.co/uvMpLjNuD0,PG_Leeds,2216,Leeds,United Kingdom
11:48:58,#RSD17 loot part 1. https://t.co/pnTjxqrwQe,jtfaster,1243,Dublin City,Ireland
11:49:34,Party like it's 1979 #RSD17 https://t.co/fP3ATfqLdx,apassant,3124,Dublin City,Ireland
11:50:32,#RSD17 loot part 1; @maxrichtermusic From Sleep 😴 ⏺ 😍 https://t.co/QiTVDwmfjy,jtfaster,1243,Dublin City,Ireland
11:50:44,Doing fairly well tbf #RSD17 @raising_jupiter @JackORourkes @MusicZoneDV https://t.co/Ugs9FgcZF7,AJw_02,90,Cork,Ireland
11:51:09,"Spennende med Record Store Day når alle butikkene har identiske ""Ekslusive"" skiver? #RSD17 #BigDipper #TheGarden var de jeg besøkte.",henriksenjohn1,116,Vestby,Norway
11:51:18,"Record Store Day, check out these donuts from Adaleens Bakery #RSD17 (@ Rock N Roll Land) https://t.co/K9GSvi1BuD https://t.co/1nCztXf2nT",RockNRollLand1,1467,Green Bay,United States
11:52:01,And the line is only getting longer! Happy #RSD17 everyone!!Our doors are opening in less than… https://t.co/TZULdKZXNF,TonalityRecords,227,Toronto,Canada
11:52:06,#RSD17 loot pt 2; @JohannJohannss Orphée 📻 👻 😍 https://t.co/t9LbHfXuax,jtfaster,1243,Dublin City,Ireland
11:52:25,"Can't stop playing the beautifully crafted ""We Can't Stop What's Coming"" by @thethe #RSD17 #AndyDog https://t.co/1ORTKfCxtX",john_richardson,219,Bexley,United Kingdom
11:54:00,£40 worth VC-2 accessories OR £40 record/CD voucher with the VC-S Record Cleaning Machine by Pro-Ject Audio. #RSD17 -https://t.co/on7HnmwZzS,AudiophiliaUK,113,Carluke,United Kingdom
11:55:17,Happy #RSD17 always!!,therat00,88,Barcelona,Spain
11:55:23,Ben Newman at @whitelabeljsy at @LibertyWharfJSY @recordstoreday #RSD17 https://t.co/TaaztguMON,RocksteadyJsy,533,Saint Helier,United Kingdom
11:55:27,!!! @Demedinas https://t.co/CKbbmYSTl4,lienzoss,298,Turmero,Venezuela
11:56:50,Heavy Tiger och Lisas live @recordstoreday #RSD17 https://t.co/h3MpKLFLVe,kebabmedris,988,Stockholm,Sverige
11:57:27,#RSD17 Purchases safely home and heading onto the turntable soon! Think @dianne1967 may claiming a couple of them! https://t.co/5k2AWJav7n,stevie1963,265,Sunderland,United Kingdom
11:57:35,My kinda @RSDUK up at 10 30am arrive at Vinyl Hunter Bury St Edmunds 12.45 leave with my two wants #RSD17… https://t.co/hiejMCdrva,philk282,1073,Bury Saint Edmunds,United Kingdom
11:57:50,#RSD17 #loveCork @plugdrecords @gulpdcafe 📌 https://t.co/QGVVXwVJYa,KinlayHouseCork,1096,Cork,Ireland
11:57:51,Great vibe in @TonearmVinyl on South Rd today for #RSD17 More vinyl for me &amp; LD. https://t.co/7W7pahNjCH,soulpurposeAD,420,Sheffield,United Kingdom
11:58:09,Come closer and see / See into the dark / Just follow your eyes / Just follow your eyes... #RSD17 #RecordStoreDay https://t.co/vvbnlu6XCU,markwhiteman,322,West Molesey,United Kingdom
11:58:21,Hope some of our lovely followers are out supporting Independent Artists &amp; Stores at #RSD17 today. Have fun. Be goo… https://t.co/ViA5GUmmdH,autorotation,2668,Bouvet Island,Bouvet Island
11:59:12,Note to self #recordstoreday2017Ask the record shop owner for all types of genres they have in store.Not all the… https://t.co/AKLaTvDHSe,Interactions247,1003,Lancaster,United Kingdom
11:59:15,#WeOutchea #RSD17 https://t.co/p1gF5rKkck,TheTomNix,1913,Superfly's Lone Star Music Emporium,United States
11:59:18,"Buzzing down here!Lots of tunes,coffee,craft ale &amp; vinyl for our #RSD17 event!@WalkleyBeerCo @madvinylfool… https://t.co/54wkq9GdJS",TonearmVinyl,987,Sheffield,United Kingdom
11:59:35,⒈ #EarthDay⒉ #RSD17⒊ #marchforscience⒋ Hibs⒌ Michele Scarponi2017/4/22 12:55 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8523,London,United Kingdom
11:59:36,Longest line EVER! HAPPY RECORD STORE DAY! Let's do this 💪 #RSD17 @ Sweat Records https://t.co/VCB2Z9Hw1L,sweatrecords,10869,Miami,United States
12:01:13,FarmHand live at 2pm! Come on down! https://t.co/u0gnz9AAUC,OutpostCardiff,1134,Cardiff,United Kingdom
12:02:19,"First stop; one huge get. They've got some sweet non #RSD17 stuff in the used racks, too! And… https://t.co/YqAIgU4FRW",fantailmedia,497,Minneapolis,United States
12:02:43,List in hand. Some reading. And breakfast. So it begins...#rsd17 https://t.co/VhrdGnJh3V,tommyburton75,97,Brevard,United States
12:02:50,Let's the games begin #recordstoreday #rsd17 @ CD Warehouse Arlington https://t.co/TfDiVPYBjN,cdwarehouse817,369,Arlington,United States
12:02:51,#RSD17 met @HetZesdeMetaal!  #everydayisrecordstoreday (@ De Waterput) https://t.co/s2S9clZlht https://t.co/b205S4AhXt,geertrb,331,Bergen op Zoom,Nederland
12:04:27,Happy Record Store Day!.....#rsd17 #rsd2017 #recordstoreday #record #blue #wall #wood… https://t.co/5UIXDktpgJ,lukebaxstar,365,London,United Kingdom
12:05:43,@RSD_Spain #RSD17 #recordstoreday2017 lets celebrate. And Buy The Fucking Thing™ https://t.co/l4cH1DOaxh,FerDelgadoLiza,782,Madrid,España
12:05:45,HAPPY #RSD17 #rsd2017 #RSD #rsduk #RSDUSSUPPORT Independently Owned Record Stores Globally TODAY &amp; Everyday!!… https://t.co/KwU8msuaNx,FORKSTER_2013,9649,South East,United Kingdom
12:06:03,Get yourself out today and support your local record store 🎼 #RSD17 @beatdownncl https://t.co/myxMUZhz3g,_RideMusic,2712,North East,United Kingdom
12:07:38,"For the first time in ten years I've completely ignored #RSD17. Love my vinyl, but #facupsemifinal day is more important. #COYS",Dante_Banks,2553,Tottenham,United Kingdom
12:07:54,"Dacht alleen werkzaamheden tussen DH en Utrecht, blijkbaar ook vanaf Leiden :( hopelijk nog op tijd in Utrecht voor Mysterons. #rsd17",aphroditexl,415,Alphen aan den Rijn,The Netherlands
12:08:14,Here's our updated list of #RSD17 stock @Spinning_Discs #Sheffield https://t.co/GyT6AKB1yn,Spinning_Discs,985,Sheffield,United Kingdom
12:09:33,Gooood morning! #RSD17 @recordstoreday https://t.co/4hKWVx83Jm,vvinyl,2909,Vintage Vinyl,United States
12:10:26,The only record I saw today was the length of the queue to get into  Piccadilly Records so walked on by #RSD17,PAB190968,61,Manchester,United Kingdom
12:11:50,Druk bij @ErikSpinvis in @platoutrecht #RSD17 https://t.co/pUOkOAp52V,suzanneunck,8259,Utrecht,Nederland
12:12:35,happy #RSD17 💿🎙,rubipearl23,425,Denton,United States
12:13:42,"Got here a bit later than usual. Oops. #RecordStoreDay #RSD17 (at @MillCitySound in Hopkins, MN) https://t.co/LI60Sl1ZI7",jeremy_li,556,Hopkins,United States
12:13:53,Why do I do this every year? #RSD17 https://t.co/WpCEj3q72j,trail_spin,76,Atlanta,United States
12:14:20,The legend that is prince #Prince #WishUHeaven 👀 actionrecords #Preston #RSD17 #RecordStoreDay… https://t.co/ySLLO417JP,Hoiskiez,606,Preston,United Kingdom
12:15:05,"While it's topical, any ideas where in #Sheffield I can get replacement styluses (styli?) for my Citronic decks? #RSD17",RobinLaRoca,828,Sheffield,United Kingdom
12:15:17,Looking for something different  #RSD17 and distinctively  #Welsh ? Grab a copy of @AllanYnYFan critically lauded a… https://t.co/jw6AbKPNWQ,GeoffCripps,1790,Blackwood,United Kingdom
12:15:42,"Up early making the ☕️ for #RSD17 @efetusmpls, about to show up with some surprises for the brave ones in line. Hap… https://t.co/9mtLjShXnC",Peace_Coffee,11221,Minneapolis,United States
12:15:46,Saturday morning wake up call for #RSD17 - thankful for @TheCurrent for all the Prince 💜,suzyAKA,26,St Paul,United States
12:17:49,Doors open in 45 minutes. Grab a great new #RSD17 tee for only $10.99! @ Angry Young &amp; Poor https://t.co/1jYsQz8Up6,AYP1972,1247,Lancaster,United States
12:17:53,"Reading a few #RSD17 complaints. Elastica LPs all scratched, ""demo version"" sounds no different, poorly pressed, rubbish coloured vinyl...",Anfunny,1126,Durham,United Kingdom
12:19:35,We've had some last minute restocks of @DavidBowieReal @TheDoors @fleetwoodmac &amp; @prince on the shelves now #rsd17… https://t.co/OzQhr8eSvT,EmpireStAlbans,1380,Saint Albans,United Kingdom
12:19:36,⒈ #EarthDay⒉ #RSD17⒊ #marchforscience⒋ Hibs⒌ Michele Scarponi2017/4/22 13:10 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8523,London,United Kingdom
12:20:13,"I came, I saw, I conquered 😎💪🏼  #RSD17 https://t.co/MkisqvYCEZ",BmckayRallying,1075,Ellesmere,United Kingdom
12:20:19,"Special edition @recordstoreday pancakes, ltd pressing of two copies to celebrate 10 years of my favorite holiday.… https://t.co/zG5lwsCNBN",Adam_Sterritt,740,Tuscaloosa,United States
12:20:23,Unknown pleasures and Closer #RSD17  specials by @peterhook  and The Light. https://t.co/w0RP2rdRpE,nuxnix,2247,Derby,United Kingdom
12:21:09,#ICYMI @RobertAnnis' guide to RSD17 https://t.co/vQsXnCknXP,asiansplenda,791,North Carolina,United States
12:21:37,LIVE @magic_seas @intenserecords @rsduk #RSD17 @ Intense Records https://t.co/Emnb6Pk0XZ,nochinitch,175,Chelmsford,United Kingdom
12:22:58,Small cold baby waitin in line for an ajj album #RSD17 https://t.co/GaKlVyEyVn,knewman121212,274,Spoonful Records,United States
12:23:35,Head over to our friends at @hotsalvation for a very special #RSD17 https://t.co/ONqEululJI,FstoneFringe,3005,Folkestone,United Kingdom
12:23:43,@LizKershawDJ of @BBC6Music just discussed #RSD17 with @PieandVinyl. @HiFiChoiceMag tucks in https://t.co/AgzMkY0lZ6 https://t.co/VCXLbi54QI,HiFiChoiceMag,7572,South East,United Kingdom
12:23:59,"#rsd17 stop #1 (at @Shuga_Records in Chicago, IL) https://t.co/uOr5nS3ES4",askchucky,360,Chicago,United States
12:24:00,#RSD17 #tenyears https://t.co/EhAvRO5Bkl,kaylasuerey,82,Dallas,United States
12:24:01,Bij hallo venray in concerto #RSD17 https://t.co/Yf1K1Y2BeR,kees_boef,1320,Amsterdam,Nederland
12:24:22,That's what I'm talking about. Budget spent. #rsd #rsd17 #recordstoreday #greenwich @ Casbah… https://t.co/qwTHAGhdb6,BrettVincent,3756,Greenwich,United Kingdom
12:24:24,Happy day 😊 @rich28i was queuing early ! #RSD17,Comeonmurray12,2439,Brightlingsea,United Kingdom
12:24:51,Having a good #RecordStoreDay This #design is available nowhttps://t.co/MBzgqPVpNU#rsd2017 #GraphicDesign #RSD17… https://t.co/Mvr4tEyL7h,22forty,2261,Egham,United Kingdom
12:25:46,ya gal got her gold cribs vinyl #2017 #leeds #rsd17 @ Leeds https://t.co/8WoBVJngrn,em3rald_,624,Leeds,United Kingdom
12:25:52,So early on #RSD17 I was hoping @AmysIceCreams would be telling me the opposite #icecreamforbreakfast https://t.co/pR9DDnn768,Scocchi88,225,Austin,United States
12:27:05,Band running order for today's #RSD17 party https://t.co/VXVymGEGcm,LoveMusicGlasgo,11860,Glasgow,United Kingdom
12:27:41,Secure the bag #RSD17 @Coheed @balanceandcomp https://t.co/4kZdcetZHg,michaelvespoli,50,West Babylon,United States
12:28:41,"To Honor #RSD17 and all the artists that perform through #Aftershock, we are selling ticket for this year's show ON… https://t.co/Vzfa4qYDbC",DimpleRecords,1984,California,United States
12:28:56,@recordstoreday #CHICAGO outside of @DustyGroove - Not too bad. where are you at?  #RSD17 https://t.co/tbAt5hF13E,flipbin2000,833,Dusty Groove,United States
12:29:37,"Burritos, Beers &amp; Beats going strong, next up coffee tasting with @Unionroasted starting at 2pm! #Hitchin #RSD17",GatefoldMusic,692,Hitchin,United Kingdom
12:30:52,If you're in @PiccadillyRecs today for #RSD17 why not take a punt on this:https://t.co/zGuhmmbSiB,Scottyboy0902,171,Manchester,United Kingdom
12:30:54,#RSD17 at Soda Comics in Altrincham #altrincham #sodacomics watching Nick Wright https://t.co/xZVTgLhuIk,sphey1,1173,Sale,United Kingdom
12:31:17,The early line for #RSD17 at Clockwork Records https://t.co/wwD37txds8,graubart,2536,Hastings-on-Hudson,United States
12:33:51,We are at @FingerprintsLB for the 10th Anniversary of @recordstoreday! #RSD17 #Fingerprints #longbeach https://t.co/l5CPxNT8l5,socalmuse,2781,Fingerprints CD & Record Store,United States
12:34:04,"Vandaag 15 jaar geleden kwam eerste #Spinvis album uit, vertelt @ErikSpinvis #RSD17. Time flies... #weemoed",suzanneunck,8259,Utrecht,Nederland
12:35:07,It's Record Store Day! We open at 10am#hillanddalerecords #hilldalersd2017#rsd17 @ Hill &amp;… https://t.co/7PK3xE1LBz,HillDaleRecords,566,Washington,United States
12:35:12,Happy @RecordStoreDay! https://t.co/x8U2Fnw485 #happyrecoredstoreday #recordstoreday #recordstoreday2017 #rsd2017 #rsd17 #johnmiles #music,frankparker,3826,Birmingham,United Kingdom
12:35:47,HAPPY #RSD17 #rsd2017 #RSD #rsduk #RSDUSSUPPORT Independently Owned Record Stores Globally TODAY &amp; Everyday!!… https://t.co/gGQxNHmeEO,FORKSTER_2013,9650,South East,United Kingdom
12:35:55,Thank you @residentmusic for another amazing #RSD17 you guys always make it such a fun experience 😊,b_price25,151,Brighton,United Kingdom
12:36:31,#RSD17 Happy #RecordStoreDay https://t.co/TW3sxnUvGy,Greggie,1062,Margate,United Kingdom
12:36:55,Super bummed that apparently none of the @BCRMedia releases made it to Maine for #RSD17 really wanted the Shooter album.,madhatterofoz,192,South Portland,United States
12:36:56,@recordstoreday raise your hand if you are proudly standing in line for #RSD17 🙋#fortheloveofthemusic #vinyl,SloaneAPeterson,214,Chicago,United States
12:37:37,Stop this you jerks. https://t.co/F3aYuHrb2m,bcfortenberry,989,Athens,United States
12:37:38,My plan was to go home and crawl back into bed. But then my car just kinda drove itself to @JoseyRecords. #RSD17,mrsF5,2288,Farmers Branch,United States
12:38:27,Happy Record Store Day!#RSD #RSD17 #Vinyl #Visalia #WaxWars #VelouriaRecords @ Velouria Records https://t.co/BPN7GsvJtR,VelouriaRecords,343,Visalia,United States
12:38:51,Record Store Day! #RSD17,donaldsonSC,518,Monster Music & Movies,United States
12:39:09,Oooooooomg I am so looking forward to getting home and throwing these bad boyz on. #RSD17,snapitsryan,269,New Hampshire,United States
12:39:35,⒈ #EarthDay⒉ #marchforscience⒊ #RSD17⒋ Hibs⒌ Grant Holt2017/4/22 13:35 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8523,London,United Kingdom
12:40:57,Something special about playing vinyl on @heartnortheast for #rsd17!  Take a listen... https://t.co/paQO4ESXNK via @audioBoom,TomCampbell,3756,Newcastle Upon Tyne,United Kingdom
12:41:38,No #RSD17 in Hertford but great to see the chap flogging new vinyl on the market. Good luck to him @ohdaughter pres… https://t.co/h6HKfrOEbG,philroberson1,119,Hertford,United Kingdom
12:41:47,https://t.co/xGQE6lV9YD… #stalbans #indiemusic #Kickstarter #RSD17 https://t.co/kFShLLFyzy,jeremycarter72,272,Saint Albans,United Kingdom
12:42:25,The nearest I'm going to get to #RSD17 today. https://t.co/jXuFCEdfXH,GammonBaron,420,Krakow,Poland
12:42:26,Up early for recordz https://t.co/mqp6ZiF0Ic,kylew_atx,189,Texas,United States
12:42:29,#marchforscience #EarthDay #RSD17 #RecordStoreDay #ScienceMarchLdn Hibernian 1-2 Aberdeen Eric PicklesWHAT THE… https://t.co/a9ebamSAAJ,clarky2006,2201,City of London,United Kingdom
12:42:56,Support your local record store before you head to the @mnwild game! https://t.co/y8YtnsFSJn,johncmaher,343,St Paul,United States
12:43:16,What have people paid for in UK stores this morning a copy of #thecure greatest hits? I see varied prices online #rsd #RSD17,Kevomara,127,Alexandra Palace,United Kingdom
12:43:40,Als warme broodjes. Wat een feest! #rsd17 @ Mono's Muziekhandel https://t.co/5Die2ZPVAB,Fridolijne,1048,Heemskerk,Nederland
12:43:56,@risebristol Thanks to the crew @risebristol for a cool morning. As no.194 I missed out on a couple but this littl… https://t.co/lzn7KTDbqO,GaryCKM,177,Bristol,United Kingdom
12:44:03,If anyone has got spares of The Boy With The Thorn In His Side #RSD17 @WalesisWilde and @DeniseRobinson would want a copy,MattMozMillers,558,Brinsworth,United Kingdom
12:44:29,Doesn't look like #Madrid has got the #RecordStoreDay bug yet!? @RSDUK @RSD_Spain @recordstoreday #RSD17 https://t.co/je1juLFwxB,Dingledoodie,472,Newcastle Upon Tyne,United Kingdom
12:44:38,Windows in Newcastle is the record shop where I bought all my early music. https://t.co/cWoyxHm8GB,badeye63,396,Sutton,United Kingdom
12:44:55,Mighty crack spinning a few plates in @Rollerkilkenny for the day that's in it ... keeping a city alive with Music… https://t.co/np4kFMo1DM,Pat_M_Barrett,856,Kilkenny,Ireland
12:45:06,Christmas comes but twice a year #RSD17 @ Rise https://t.co/p2F6FlFThw,sophoopongolly,189,Bristol,United Kingdom
12:46:14,The shop is just FULL today. SO good. #rsd17 @ Hot Salvation Records https://t.co/eoLm8coVZD,hotsalvation,1195,Folkestone,United Kingdom
12:46:14,#RSD17 is here!We're no record store BUT we do have the Mafia 3 collectors edition on sale! Two pressings ft some… https://t.co/KTv8JNLcsI,GAMEHeadrow,2259,Leeds,United Kingdom
12:46:16,Oooooooomg I am so looking forward to getting home and throwing these bad boyz on. #RSD17 https://t.co/4xl71IVNuZ,snapitsryan,269,New Hampshire,United States
12:46:49,Tune in https://t.co/n8Zx2AsR1j,friendly_soho,1893,Wandsworth,United Kingdom
12:47:04,Great #RSD17 morning spent  @MusicZoneDV with @AJw_02 @LshockW listening to  @raising_jupiter @JackORourkes… https://t.co/dCOzp4JGqB,SeanbWhelan,70,Cork,Ireland
12:47:11,In addition to all of the awesome #rsd17 releases we've got tons of new arrivals and restocks on… https://t.co/8lUqCkXfFl,MilkcrateCafe,415,Philadelphia,United States
12:47:15,Hey for #RSD17 a sweet prize #Win a $100 Gift Card for Dimple Records &amp; get a few pieces of #Vinyl - This ETW  is a… https://t.co/WZRoqVUVtl,DimpleRecords,1984,California,United States
12:48:01,"great success at stop number 1 #RSD17 (at @BullCityRecords in Durham, NC) https://t.co/GGPVxx3ARW",warddavide,191,Durham,United States
12:48:38,Bought with love.And not for profit #ebayWankers . #RSD17 https://t.co/TC1cbICxNu,tezzabaker,228,Bridlington,United Kingdom
12:49:12,We're live. #radioactiverecords #rsd17 @ Radio-Active Records https://t.co/GOqOuUCVQm,radioactiverecs,3734,Fort Lauderdale,United States
12:49:13,Record store day 2017 #RSD17,H_Morgenstern,395,Wisconsin,United States
12:49:28,Happy Record Store Day! Last 3 years I've been buying more used than exclusive presses. Press the obvious and make it special again! #rsd17,bornradius,180,West Virginia,United States
12:49:42,Today is #RecordStoreDay #RSD17. I'm getting involved and thinking about you all. https://t.co/T5PblzX2Rz,OllieCharles,2090,London,United Kingdom
12:52:23,Check it out- #RSD17 is going to be a really #Fun Day! https://t.co/ABciZsz6pk,DimpleRecords,1984,California,United States
12:54:25,Running on two hours of sleep to get this and I haven't been this excited for an RSD release in years. https://t.co/CD2LIvb4Gf,thesoundofarson,2024,Riverdale,United States
12:54:38,@Sia  Look my new precious belonging #RSD17 #sia #siaspotifysessions https://t.co/D2OuWFQnVw,arakelsn,39,Αττική,Ελλάς
12:54:40,@recordarchive #RSD17 getting ready to buy some goodies! https://t.co/mv8tV5zVEI,JonathanMate28,43,New York,United States
12:55:17,For those of you following my Record Store antics this is what I bought #RSD17 @Slaves @DavidBowieReal  @KasabianHQ… https://t.co/u1n9D4RGqN,HedgeRed,361,Billericay,United Kingdom
12:55:36,#RSD17 isn't going the way I planned because my bed is just too comfortable. Someone get that UGK for me.,laptop_lasane,1042,Brooklyn,United States
12:56:11,Youngest person at line - by at LEAST 20 years at @sunriserecords. These guys clearly aren't here for @keaneofficial.. 😉 #RSD17,Alphamoongirl,1486,Burlington,Canada
12:56:24,Happy Record Store Day. Time to put on pants and spend money. #RSD17 https://t.co/1DADNfJWkX,photojunkie,7912,Toronto,Canada
12:56:46,"Good Apollo I'm Burning Star IV, Volume One: From Fear Through The Eyes Of Madness (aka the ""and then we got marrie… https://t.co/7fhymlU8y5",badeye63,397,Sutton,United Kingdom
12:57:23,"Helaas, de @bewildertheband #RSD17 release is niet in Amersfoort. Heeft iemand em ergens gespot die em kan kopen voor me?",skoopnl,1474,Lieve Vrouwekerkhof,The Netherlands
12:58:24,"Only 3 hours to go! 😩😳 #recordstoreday2017 #rsd17 (@ Canterbury Records in Pasadena, CA) https://t.co/gOlWmL5hK7",JDangerJackson,199,Pasadena,United States
12:58:35,@Sia Look At My New Precious Belonging💖 #RSD17 #Siaspotifysessionvinyl #sia https://t.co/WVpxN75Ab2,arakelsn,39,Αττική,Ελλάς
12:59:00,Raise the Rufio #londonflava #rooftopbar #eastlondon #rsd17 #worldrecords #bestfriends… https://t.co/B774ZJGzcU,TheDoggfather,240,Hackney,United Kingdom
12:59:04,@hollowbonevinyl is about to get this party started.  Happy #rsd17 thanks for all of he support!… https://t.co/1EKyTVmiBz,hollowbonevinyl,36,Fairlawn,United States
12:59:14,Bright and early for #RSD17 in #YQG https://t.co/epkR1Yor58,willsallanah,167,Windsor,Canada
12:59:16,On line w all the other middle aged white dudes lets Do This! #RSD17 #RecordStoreDay https://t.co/9I9EmcXn5q,rexparker,5283,Vestal,United States
12:59:35,⒈ #EarthDay⒉ #marchforscience⒊ #RSD17⒋ Hibs⒌ #AskChristianAnything2017/4/22 13:55 BST #trndnl https://t.co/do7Hdxwcnc,trendinaliaGB,8523,London,United Kingdom
12:59:58,The sun is ready for #RSD17! @ Graywhale Entertainment https://t.co/qjt0EiOUdK,Ktdata,669,Taylorsville,United States
13:00:14,"I don't normally go shopping at 7:00 AM. But when I do, I shop at @JoseyRecords. #RSD17",ConcertTShirt,1185,Farmers Branch,United States
13:00:15,Loving RELIC live at #RSD17 at Soda in Altrincham https://t.co/VcEBVmQvNf,HeyStephenHey,346,Altrincham Interchange,United Kingdom
13:00:34,"Great harmonies, superb playing... @bensandjimmyb wowing the crowds in Amersham this #RSD17 https://t.co/hfqLcwTCn7",ClubhouseUK,2763,Amersham,United Kingdom
13:00:37,Having to miss out on #RSD17 is heartbreaking 😭,HarleeAlexander,686,Lansing,United States
13:00:44,There's record shops and there is @TradingPostRecs - rocking Stroud 👍 #recordstoreday2017 #RecordStoreDay #RSD17… https://t.co/IG1S6NFrq1,Cidersmiths,3127,Stroud,United Kingdom
13:01:12,To all the vinyl spinners still out there.... Enjoy the treasures you find!!! #RSD17 #recordstoreday2017 https://t.co/Da6UWmphGw,MPIBands,916,Wicklow,Ireland
13:01:19,Martha Ffion (it's busy...) #rsd17 @ The Last Word https://t.co/pNbASOzJLs,martwizzle,652,Edinburgh,United Kingdom
13:01:55,"No @LittleMix album in @RoughTrade East, worst @recordstoreday in years #RSD17",the_clem,412,City of London,United Kingdom
13:02:44,Here we are again @BanquetRecords #RSD17 https://t.co/f46P2sG5mE,Martin_OGorman,595,Kingston upon Thames,United Kingdom
13:03:13,50 cent records are out. Feel free to look! Our associate Spencer will be out there soon to help. #RSD17,ElectricKitsch,362,Bay City,United States
13:03:14,Happy #RSD17 @recordarchive @konraduo https://t.co/Pepf0srxPn,maddiegd_,730,New York,United States
13:03:44,@DustyGroove and we're movin' #RSD17 @recordstoreday https://t.co/hOVYmcuFkJ,flipbin2000,834,Chicago,United States
13:04:12,Gezellig en druk bij Velvet Amersfoort #rsd17 https://t.co/FGNDjoCiJG,skoopnl,1474,Lieve Vrouwekerkhof,The Netherlands
13:04:25,"Missed out on some #RSD17 stuff but that's what happens when you get up late. Really wanted the acid house 12""",ironman586,48,City of London,United Kingdom
13:04:33,I did pretty well on @RSDUK 😃I missed out on @JasonIsbell and one of the @DavidBowieReal releases but I'm VERY HAP… https://t.co/oDICWR1Thd,Sanbaby,528,Copenhagen,Denmark
13:04:52,HAPPY #RSD17 #rsd2017 #RSD #rsduk #RSDUSSUPPORT Independently Owned Record Stores Globally TODAY &amp; Everyday!! https://t.co/kcjuPVqkHq,FORKSTER_2013,9650,South East,United Kingdom
13:05:32,🍊🎸🍊orangey goodness #rsd17 #girlsinthegarage @ Rough Trade https://t.co/xCgmAo4FSF,t_hive,339,Poplar,United Kingdom
13:06:22,It's a beautiful day for @recordstoreday! Exclusives available at 8am! #rsd17 https://t.co/y7kqxWFhXu,RecordExchange,4604,Boise,United States
13:06:59,It's @HCLpodcast @recordstoreday special with Elastica Download herehttps://t.co/73u5WLDNWM… #recordstoreday2017… https://t.co/0UfCZuS52o,stuwhiffen,1132,Grays,United Kingdom
13:07:43,I can't believe no one has scooped up this rod__stewart / @garthbrooks #mashup! #rsd17 #rsd2017… https://t.co/LJYsIXBBX3,SaturdayAsylum,581,Tampa,United States
13:07:55,"#RSD17 Tour visited @EmpireStAlbans #StAlbans for a bit of #DeeeLite &amp; a non #RSD @kellyleeowens 12"" - still lookin… https://t.co/KGzNwcsvf4",isetta_windsor,427,Saint Albans,United Kingdom
13:08:02,"Another from this morning's haul, the cover accurately representing the queue outside Wah Wah #rsduk #RSD17 https://t.co/6zcVNiirf7",hairymicta,78,Torbay,United Kingdom
13:08:11,@Mozarmy Got it!!! #RSD17 #mozarmy https://t.co/0ewiqEDory,SuDempster,347,Deal,United Kingdom
13:08:49,It's @HCLpodcast @recordstoreday special with Elastica Download herehttps://t.co/Xby7EhdsCp… #recordstoreday2017… https://t.co/qpTvs8RUzH,redshiftrebels,1707,Grays,United Kingdom
13:11:22,#RSD17 pls RT folks!! https://t.co/vUlhHKn3te,SmileyWon,486,Leighton Buzzard,United Kingdom
13:11:51,🙌🏽 @TheBlackLips Happy #RSD17! https://t.co/7Spfv7F9UC,CriminalRecords,17199,Atlanta,United States
